"source","latin.name_nom.latin","english.name_nom.anglais","french.name_nom.français","year_année","month_mois","number.otoliths_nombre.otolithes"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,11,55
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,12,58
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,2,145
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,4,59
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,6,163
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,7,231
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,8,150
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,9,57
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,10,78
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,11,86
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,12,95
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,1,109
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,4,41
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,5,45
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,6,151
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,7,136
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,8,101
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,9,194
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,10,83
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,11,84
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,1,42
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,3,148
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,4,90
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,5,46
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,6,105
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,7,158
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,8,169
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,9,112
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,10,207
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,1,134
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,2,38
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,3,57
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,4,105
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,5,154
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,6,67
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,7,33
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,8,187
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,9,194
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,10,65
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,11,31
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,1,142
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,4,178
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,5,114
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,6,245
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,7,80
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,8,246
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,9,267
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,10,70
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,11,61
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,12,46
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,1,280
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,2,199
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,3,232
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,5,236
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,6,129
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,7,86
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,8,142
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,9,35
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,10,91
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,11,156
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,12,27
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,1,159
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,2,89
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,3,287
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,4,162
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,5,195
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,6,272
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,7,218
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,8,191
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,9,170
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,12,233
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,1,460
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,2,122
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,3,207
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,4,95
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,5,449
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,6,371
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,7,596
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,8,578
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,9,62
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,10,23
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,12,152
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,1,52
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,2,44
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,3,107
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,5,221
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,6,624
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,7,522
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,8,975
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,9,332
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,10,81
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,11,119
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,12,201
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,1,235
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,2,262
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,5,391
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,6,746
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,7,526
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,8,585
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,9,36
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,10,36
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,11,30
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,1,201
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,2,215
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,3,41
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,5,329
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,6,562
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,7,449
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,8,411
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,9,26
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,10,54
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,11,301
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,12,170
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,1,441
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,2,187
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,4,118
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,5,178
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,6,88
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,7,101
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,8,116
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,9,68
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,10,82
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,12,50
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,1,618
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,4,93
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,5,655
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,6,658
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,7,441
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,8,574
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,9,222
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,10,279
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,1,354
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,2,410
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,5,470
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,6,626
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,7,373
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,8,237
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,9,140
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,10,244
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,11,302
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,1,341
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,2,141
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,3,11
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,4,32
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,5,179
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,6,237
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,7,205
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,8,162
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,9,110
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,10,314
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,11,98
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,12,46
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,1,309
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,2,92
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,3,54
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,4,27
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,5,207
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,6,250
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,7,300
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,8,122
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,9,22
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,10,291
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,11,148
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,1,313
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,2,134
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,4,38
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,5,262
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,6,190
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,7,285
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,8,114
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,9,96
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,10,309
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,11,141
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,1,318
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,2,80
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,3,23
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,4,34
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,5,207
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,6,165
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,7,238
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,8,89
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,9,83
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,10,291
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,11,135
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,1,270
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,2,154
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,4,299
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,5,1435
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,6,968
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,7,744
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,8,1008
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,9,192
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,10,756
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,11,602
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,1,384
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,2,95
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,3,77
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,4,468
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,5,1531
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,6,1249
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,7,516
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,8,940
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,9,344
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,10,933
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,11,637
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,1,124
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,2,584
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,4,295
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,5,1215
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,6,1093
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,7,802
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,8,868
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,9,716
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,10,1309
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,11,701
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,12,23
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,1,310
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,2,126
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,4,487
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,5,1254
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,6,1205
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,7,862
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,8,417
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,9,568
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,10,1269
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,11,1187
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,12,16
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,1,700
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,2,348
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,3,204
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,5,961
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,6,1660
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,7,1021
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,8,608
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,9,487
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,10,1122
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,11,1162
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,12,136
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,2,86
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,3,73
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,4,106
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,5,276
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,6,621
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,7,730
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,8,956
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,9,277
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,10,140
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1994,4,54
